Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
250729-31,2025-07-29,90000027165,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2025-08-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421871362
250729-68,2025-07-29,90000027165,Klīniskais un veselības PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,1350.000,2090.000,Nepilna slodze,Nepilnais darba laiks,20,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421890041
250729-70,2025-07-29,90000027165,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,1340.000,1340.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421890600
250729-52,2025-07-29,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421881631
250729-110,2025-07-29,47703001720,KONSULTANTS IEPIRKUMU SPECIĀLISTS,Vadība / Administrēšana,1250.000,1500.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-15,"","Liepu iela 2, Preiļi, Preiļu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421910279
250722-184,2025-07-23,90009116223,JAUNATNES LIETU SPECIĀLISTS,Cita,1263.000,1263.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-05,"","Uzvaras iela 1, Bauska, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421343846
250723-12,2025-07-24,90009116223,Kultūras projektu VADĪTĀJS,Kultūra / Māksla,1056.000,1056.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-04,"","Kalna iela 18, Bauska, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421378284
250723-94,2025-07-23,90009116223,SPECIĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1000.000,1400.000,Viena vesela slodze,"","",2025-08-26,"","Pamūšas skola, Gailīšu pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421414472
250725-53,2025-07-25,90009116223,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1553.000,1553.000,"","","",2025-08-30,"","Rīgas iela 24, Vecumnieki, Vecumnieku pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421635072
250725-51,2025-07-25,90009116223,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1553.000,1553.000,"","","",2025-08-30,"","Rīgas iela 24, Vecumnieki, Vecumnieku pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421634638
250725-60,2025-07-25,90009116223,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1553.000,1553.000,"","","",2025-08-30,"","Rīgas iela 24, Vecumnieki, Vecumnieku pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421642184
250725-74,2025-07-25,90009116223,PALĪGSTRĀDNIEKS,Cita,740.000,740.000,Viena vesela slodze,Summētais darba laiks,40,2025-08-12,"","Rīgas iela 29, Vecumnieki, Vecumnieku pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421661068
250728-87,2025-07-28,90009116223,IZGLĪTĪBAS METODIĶIS,Izglītība / Zinātne,1645.000,1645.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-08,"","Grāfa laukums 7, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421781669
250729-131,2025-07-29,90009116223,APKOPĒJS,Veselības aprūpe / Sociālā aprūpe,740.000,740.000,"","","",2025-08-01,"","Dzirnavu iela 1, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421921196
250730-127,2025-07-30,90009116223,RŪPNĪCAS /KATLU KURINĀTĀJS,Cita,750.000,750.000,"",Summētais darba laiks,40,2025-08-26,"","Dzirnas, Valle, Valles pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422048371
250507-129,2025-05-07,90009116223,PEDAGOGS,Izglītība / Zinātne,600.000,1800.000,Nepilna slodze,"","",2025-08-15,"","Uzvaras iela 10, Bauska, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/413780728
250717-45,2025-07-17,40003480798,EKSPEDITORS,Transports / Loģistika,6.430,6.430,Viena vesela slodze,Summētais darba laiks,40,2025-07-31,"","Nīcgales iela 26, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420963319
250729-150,2025-07-29,40003480798,BIROJA ADMINISTRATORS,Izglītība / Zinātne,905.000,905.000,"","","",2025-08-14,"","Augusta Deglava iela 41, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421936547
250704-36,2025-07-04,40900012577,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,845.000,845.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-01,"","Ilūkstes iela 101 k-4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419763003
250721-57,2025-07-21,40900010877,LIETVEDĪBAS PĀRZINIS,Izglītība / Zinātne,1385.000,1385.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-22,"","Kojusalas iela 9, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421182155
250625-31,2025-06-25,90000035266,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1220.000,1220.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Eduarda Veidenbauma iela 3, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/418580863
250625-24,2025-06-25,90000035266,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1290.000,1290.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Eduarda Veidenbauma iela 3, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/418575531
250715-8,2025-07-15,90000035266,JURISTS,Veselības aprūpe / Sociālā aprūpe,1423.000,1423.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Eduarda Veidenbauma iela 3, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/420709949
250721-193,2025-07-23,90000035266,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,997.000,997.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Ganību iela 135/141, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/421252032
250710-34,2025-07-21,90000052497,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1826.000,1826.000,"","","",2025-07-31,"","Saules iela 37, Ventspils",https://cvvp.nva.gov.lv/#/pub/vakances/420403029
250721-69,2025-07-21,90000052497,SKOLAS DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Izglītība / Zinātne,751.200,751.200,"","","",2025-08-15,"","Rīgas iela 12A, Ventspils",https://cvvp.nva.gov.lv/#/pub/vakances/421191557
250717-157,2025-07-17,90000045601,GRĀMATVEDIS (CETURTĀ LĪMEŅA KVALIFIKĀCIJA),Kultūra / Māksla,1074.000,1201.000,"","","",2025-08-01,"","Rundāles pils, Pilsrundāle, Rundāles pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421018309
250605-202,2025-06-06,90001689793,SANTEHNIĶIS,Veselības aprūpe / Sociālā aprūpe,4.590,5.920,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Ziedugravas, Skrīveru pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417055978
250625-130,2025-06-25,90001689793,SĒTNIEKS,Veselības aprūpe / Sociālā aprūpe,740.000,740.000,Viena vesela slodze,"","",2025-07-31,"","Ziedugravas, Skrīveru pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418639219
250625-107,2025-06-25,90001689793,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,9.060,9.060,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Ziedugravas, Skrīveru pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418627246
250717-106,2025-07-17,90001689793,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,4.950,4.950,Viena vesela slodze,Summētais darba laiks,"",2025-08-15,"","Ziedugravas, Skrīveru pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420998716
250510-45,2025-05-10,90001689793,APKURES /KRĀŠŅU KURINĀTĀJS,Veselības aprūpe / Sociālā aprūpe,4.590,4.590,"","","",2025-07-31,"","Ziedugravas, Skrīveru pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/414228708
250721-11,2025-07-21,90000056484,BŪVINSPEKTORS,Valsts pārvalde,2100.000,2100.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-20,"","Dzirnavu iela 140, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421158240
250725-15,2025-07-25,90000056484,ĢEODĒZIJAS INŽENIERIS,Valsts pārvalde,1600.000,1700.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-25,"","Dzirnavu iela 140, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421597111
250703-126,2025-07-03,90009235333,MIKROBIOLOGS,Valsts pārvalde,1500.000,1700.000,Viena vesela slodze,"","",2025-07-31,"","Lejupes iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419667952
250707-152,2025-07-07,90009235333,PERSONĀLA SPECIĀLISTS,Valsts pārvalde,1300.000,1600.000,Viena vesela slodze,"","",2025-07-31,"","Lejupes iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420075145
250721-117,2025-07-21,90009235333,IEPIRKUMU STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS,Valsts pārvalde,2500.000,2500.000,"","","",2025-08-17,"","Lejupes iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421220324
250630-73,2025-06-30,40900038646,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,980.000,980.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Edgara Francmaņa iela 6, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419096119
250507-227,2025-05-08,40900038646,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/413825324
250213-26,2025-03-17,40900038646,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1280.000,1280.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Liepziedi, Biksti, Bikstu pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/405273758
250228-202,2025-03-17,40900038646,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,5.919,5.919,Viena vesela slodze,Summētais darba laiks,40,2025-08-31,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/406945072
250314-388,2025-03-17,40900038646,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,6.221,6.221,Viena vesela slodze,Summētais darba laiks,40,2025-08-31,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/408585339
250429-120,2025-04-29,40900038646,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,5.133,5.133,Viena vesela slodze,Summētais darba laiks,40,2025-08-31,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/413205037
250626-53,2025-06-30,90009115092,IZGLĪTĪBAS IESTĀDES BIBLIOTEKĀRS,Izglītība / Zinātne,1566.000,1566.000,Nepilna slodze,"","",2025-08-22,"","Kroņauce, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418834613
250611-157,2025-06-11,90009115092,SOCIĀLAIS PEDAGOGS,Izglītība / Zinātne,1175.000,1175.000,"","","",2025-08-15,"","Jaunbērze, Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417592228
250611-161,2025-06-11,90009115092,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1175.000,"","","",2025-08-11,"","Katoļu iela 1, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417593819
250611-159,2025-06-11,90009115092,PASNIEDZĒJS,Izglītība / Zinātne,1175.000,1175.000,"","","",2025-08-11,"","Katoļu iela 1, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417593059
250703-21,2025-07-03,90009115092,SKOLAS DIREKTORS /PRIEKŠNIEKS,Izglītība / Zinātne,1775.000,1775.000,Viena vesela slodze,"","",2025-08-04,"","Kroņauce, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419563972
250619-85,2025-06-19,90009115092,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,"","",2025-08-20,"","Priežu iela, Gardene, Auru pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418371773
250619-83,2025-06-19,90009115092,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,"","",2025-08-20,"","Priežu iela, Gardene, Auru pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418370852
250620-160,2025-06-20,90009115092,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1475.000,1475.000,Nepilna slodze,"","",2025-08-25,"","Jaunbērze, Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418467380
250620-157,2025-06-20,90009115092,SKOLAS DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Izglītība / Zinātne,1645.000,1645.000,Nepilna slodze,"","",2025-07-31,"","Jaunbērze, Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418466997
250626-50,2025-06-26,90009115092,Izglītības un skolu PSIHOLOGS,Izglītība / Zinātne,1330.000,1330.000,Viena vesela slodze,"","",2025-08-31,"","Brīvības iela 23, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418833769
250218-57,2025-02-18,90009115092,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-25,"","Skola, Penkule, Penkules pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/405702331
250715-73,2025-07-15,90009115092,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,1175.000,1175.000,Nepilna slodze,"","",2025-08-25,"","Ausmas iela 5, Auce, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420768876
250717-14,2025-07-17,90009115092,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Mediji / Sabiedriskās attiecības,1200.000,1380.000,Viena vesela slodze,"","",2025-08-01,"","Brīvības iela 17, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420940486
250721-129,2025-07-21,90009115092,KLIENTU APKALPOŠANAS SPECIĀLISTS,Kultūra / Māksla,980.000,980.000,Viena vesela slodze,"","",2025-08-01,"","Brīvības iela 7, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421225740
250728-189,2025-07-28,90009115092,PEDAGOGS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,"","",2025-08-25,"","Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421829784
250728-190,2025-07-28,90009115092,IZGLĪTĪBAS IESTĀDES BIBLIOTEKĀRS,Izglītība / Zinātne,1566.000,1566.000,Nepilna slodze,"","",2025-08-25,"","Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421830288
250321-133,2025-03-21,90009115092,IESTĀDES VADĪTĀJA VIETNIEKS /ĢENERĀLDIREKTORA VIETNIEKS /DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS /PRIEKŠSĒDĒTĀJA VIETNIEKS,Izglītība / Zinātne,1630.000,1630.000,Nepilna slodze,"","",2025-07-31,"","Skolas iela 2, Jaunbērze, Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/409379302
250603-37,2025-06-03,40900004029,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1410.000,Nepilna slodze,Normālais darba laiks,"",2025-08-15,"","Dricānu vidusskola, Dricāni, Dricānu pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416576877
250716-174,2025-07-16,90009115622,TRAKTORTEHNIKAS VADĪTĀJS,Cita,740.000,740.000,Viena vesela slodze,"","",2025-08-18,"","Kupravas pag., Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420913968
250730-98,2025-07-30,48503000219,SANTEHNIĶIS,Pakalpojumi,7.710,7.710,Viena vesela slodze,Normālais darba laiks,"",2025-08-13,"","Peldu iela 3, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422031446
250630-99,2025-06-30,90002065000,ĢEODĒZIJAS INŽENIERIS,Valsts pārvalde,1300.000,1590.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419111976
250630-97,2025-06-30,90002065000,ĢEODĒZISTS,Valsts pārvalde,1130.000,1380.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419111823
250630-98,2025-06-30,90002065000,ĢEODĒZIJAS INŽENIERIS,Valsts pārvalde,1300.000,1590.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419111873
250630-100,2025-06-30,90002065000,ĢEODĒZISTS,Valsts pārvalde,1130.000,1380.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419112031
250729-121,2025-07-29,90002065000,ARHĪVISTS,Valsts pārvalde,1130.000,1380.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-19,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421915275
250404-212,2025-04-04,90000039272,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,2000.000,2000.000,Viena vesela slodze,Normālais darba laiks,"",2025-09-10,"","Krišjāņa Valdemāra iela 139, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/411008977
250627-83,2025-06-27,50103237791,VECĀKAIS GRĀMATVEDIS,Bankas / Apdrošināšana / Finanses/Grāmatvedība,1450.000,1450.000,Viena vesela slodze,"","",2025-07-31,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418973536
250625-56,2025-06-25,50103237791,FINANŠU EKONOMISTS,Bankas / Apdrošināšana / Finanses/Grāmatvedība,1660.000,1860.000,Viena vesela slodze,"","",2025-07-31,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418601386
250711-136,2025-07-11,50103237791,VIDES PĀRVALDĪBAS SPECIĀLISTS,Lauksaimniecība / Vide,1100.000,1350.000,Viena vesela slodze,"","",2025-08-10,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420564500
250718-95,2025-07-18,50103237791,SKAITĻOTĀJU /DATU BĀZES ANALĪTIĶIS,Lauksaimniecība / Vide,1800.000,2000.000,Viena vesela slodze,"","",2025-08-15,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421091773
250708-107,2025-07-08,40900021796,SPORTA TRENERIS,Izglītība / Zinātne,1175.000,1175.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-03,"","Mālkalnes prospekts 32, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420163013
250728-126,2025-07-28,40900021796,LIETVEDIS,Izglītība / Zinātne,1015.000,1015.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-17,"","Mālkalnes prospekts 32, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421801379
250526-82,2025-05-27,40203548538,KRAVAS AUTOMOBIĻA VADĪTĀJS,Transports / Loģistika,1900.000,2500.000,Viena vesela slodze,Maiņu darbs,"",2025-09-10,"","Dzelzavas iela 13 - 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/415756699
250612-22,2025-06-12,90000032081,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1145.000,1145.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-31,"","Valteru iela 6, Kandava, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417656899
250403-71,2025-05-30,40900038608,ERGOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1400.000,1400.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Suntažu iela 2, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410781971
250403-87,2025-05-30,40900038608,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1030.000,1030.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Suntažu iela 2, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410787292
250403-67,2025-05-30,40900038608,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1430.000,1430.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Upes prospekts 16, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410780988
250530-48,2025-05-30,40900038608,SOCIĀLAIS DARBINIEKS,Cita,1430.000,1430.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Pagastmāja, Madliena, Madlienas pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416244683
250403-90,2025-05-30,40900038608,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1380.000,1380.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Poruka iela 1, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410788220
250403-85,2025-05-30,40900038608,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1510.000,1510.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Upes prospekts 16, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410786569
250403-88,2025-05-30,40900038608,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1030.000,1030.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Poruka iela 1, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410787785
250403-95,2025-05-30,40900038608,INTEREŠU PULCIŅA AUDZINĀTĀJS,Veselības aprūpe / Sociālā aprūpe,550.000,550.000,Nepilna slodze,Normālais darba laiks,20,2025-07-31,"","Upes prospekts 16, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410790776
250403-78,2025-05-30,40900038608,LOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,700.000,700.000,Nepilna slodze,Nepilnais darba laiks,20,2025-07-31,"","Suntažu iela 2, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410783203
250414-240,2025-05-30,40900038608,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1380.000,1380.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Upes prospekts 16, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/411954470
